Turbine_ID,Status.Summary,X.coordinate,Y.coordinate,Old.Ref.ID,Ref.ID,Record.Last.Updated..dd.mm.yyyy.,Operator..or.Applicant.,Site.Name,Capacity,RO.Banding..ROC.MWh.,FiT.Tariff..p.kWh.,CfD.Capacity..MW.,Turbine.Capacity..MW.,No..of.Turbines,Height.of.Turbines..m.,Development.Status,Development.Status..short.,Address,County,Region,Country,Post.Code,Planning.Authority,Planning.Application.Reference,Appeal.Reference,Secretary.of.State.Reference,Type.of.Secretary.of.State.Intervention,Judicial.Review,Planning.Application.Submitted,Planning.Application.Withdrawn,Planning.Permission.Refused,Appeal.Lodged,Appeal.Withdrawn,Appeal.Refused,Appeal.Granted,Planning.Permission.Granted,Secretary.of.State...Intervened,Secretary.of.State...Refusal,Secretary.of.State...Granted,Planning.Permission.Expired,Under.Construction,Operational,Size,Year,Airports,AONB,ARoads,BRoads,HCoast,HVpowerline,MilitarySites,MinRoads,Motorways,NationalParks,NNR,Powerlines,PrimaryRoads,Railway,RAMSAR,SACS,SPA,SSSI,UrbanRegions,Slope,UKElevation,WindSpeed45,Authority,Code,Type,Council_si,Con,Lab,LD,Other,SNP_PC,Control,Majority,Con_share,Lab_share,LD_share,Oth_share,SNP_PC_sha,CensusMerged,PoliticalMerged,AgeTotal,AgeMean,AgeMedian,QualTotal,QualLevel4,QualPercL4,SocGrdTot,SocGrdAB,TenureTotal,TenureOwned,PercOwn,lon,lat,Est_Turbine.Capacity..MW.,Est_UrbanRegions,Est_AONB,Est_NationalParks,Est_RAMSAR,Est_SPA,Est_QualPercL4,Est_AgeMean,Est_year,Site Score
L_0931,Refused/Abandoned,298818,299545,A0231,4546,18/09/2014,Pennant Walters,Esgair Cwmowen,51,NA,NA,NA,3,17,NA,Planning Application Withdrawn,Application Withdrawn,"Cwnowen, Carno, Powys",Powys,Wales,Wales,NA,DECC (S36),n/a,NA,NA,NA,NA,NA,18/09/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,23.255,23.052,12.773,6.609,150.1,15.481,43.394,1.421,65.618,15.166,15.669,15.481,3.677,3.534,29.32,9.873,15.157,2.724,1.765,1.83564806,407,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W01000433,Powys - Powys,2316,44.8,48,1959,430,22,654,18,1032,755,73,-3.494823293,52.58426461,0.571029996,0.507616394,0.492104588,0.44232224,0.520663248,0.490265324,0.544406823,0.472957488,NA,NA
L_0932,Refused/Abandoned,177137,629136,C2220,3364,03/03/2014,Intelligent Land Investments,Low Ugadale Farm,1.5,NA,NA,NA,0.75,2,NA,Planning Application Withdrawn,Application Withdrawn,Land North West Of Low Ugadale Farm Campbeltown Argyll And Bute,Strathclyde,Scotland,Scotland,NA,Argyll and Bute Council,13/01146/PP,NA,NA,NA,NA,16/10/2013,24/01/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,11.211,13.172,24.614,0.907,163.48,9.682,7.013,6.089,70.05,63.385,53.515,9.682,9.414,47.22,5.416,29.242,5.416,5.416,0.79,9.761864662,145,7,Argyll & Bute,8004,12,36,5,0,5,13,13,NOC,19,13.88888889,0,13.88888889,36.11111111,36.11111111,S01000720,Argyll and Bute,778,52.1,57,690,193,28,419,14.8,375,277,74,-5.530653854,55.50500877,0.419732502,0.468136174,0.470569806,0.529510487,0.470204955,0.519706698,0.497070204,0.377239532,0.370742007,0.165004298
L_0933,Refused/Abandoned,272398,556519,AA067,4438,25/09/2014,Community Windpower (Community Wind Power),Mayfield wind farm,21,NA,NA,NA,3,7,NA,Planning Application Withdrawn,Application Withdrawn,"Nr Rhonehouse, Castle Douglas, Dumfries and Galloway, DG7",Dumfries and Galloway,Scotland,Scotland,NA,Dumfries and Galloway Council,11/P/2/0001,NA,NA,NA,NA,09/02/2011,09/06/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2011,17.18,4.974,1.673,2.352,46.924,1.968,9.468,0.489,47.516,46.54,18.078,1.971,2.592,28.95,4.026,13.413,4.028,4.028,3.292,4.160564899,110,8,Dumfries & Galloway,8008,12,47,18,14,3,2,10,NOC,24,38.29787234,29.78723404,6.382978723,4.255319149,21.27659574,S01000920,Dumfries and Galloway,597,41.5,44,480,130,27,373,14.5,248,156,63,-3.990783602,54.88707771,0.571029996,0.569073217,0.452780529,0.498984077,0.467279589,0.523895441,0.504979,0.517339169,0.426568661,0.51021202
L_0934,Refused/Abandoned,316144,539113,AA282,3463,24/10/2011,BT,Threapland Lees,12,NA,NA,NA,3,4,NA,Planning Application Withdrawn,Application Withdrawn,"Bothel, Cumbria",Cumbria,North West,England,NA,Allerdale Borough Council,2/2009/0788,NA,NA,NA,NA,30/10/2009,07/09/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2009,16.32,7.255,2.052,1.815,31.368,4.064,19.861,0.217,28.195,2.015,7.975,4.064,1.451,2.812,10.662,2.566,10.601,2.566,0.295,2.398946524,109,7,Allerdale,901,1,56,18,22,4,12,NA,NOC,29,32.14285714,39.28571429,7.142857143,21.42857143,NA,E01019133,Allerdale District (B),1546,43.7,47,1289,420,33,478,25.9,663,519,78,-3.304004767,54.73996181,0.571029996,0.448213259,0.457720057,0.418927288,0.481262369,0.504039495,0.457627077,0.487738549,0.484331429,0.300103391
L_0935,Refused/Abandoned,217199,657010,B0091,2810,25/08/2011,NA,Ballochmartin Farm Turbine,2.3,NA,NA,NA,2.3,1,NA,Planning Application Withdrawn,Application Withdrawn,Site To South West Of Ballochmartin Farm Millport Isle Of Cumbrae,Strathclyde,Scotland,Scotland,NA,North Ayrshire Council,11/00403/PP,NA,NA,NA,NA,10/06/2011,18/07/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2011,30.494,18.023,4.191,0.356,161.569,4.77,8.818,0.162,28.301,23.54,38.605,4.77,4.107,3.843,23.575,18.223,8.499,0.909,1.37,6.497137547,89,7,North Ayrshire,8022,12,30,3,12,2,5,8,NOC,16,10,40,6.666666667,16.66666667,26.66666667,S01004508,North Ayrshire,698,48.7,52,595,142,24,387,19.6,355,262,74,-4.915810486,55.77177624,0.524056383,0.491605465,0.481134511,0.457360543,0.508535908,0.510393678,0.528674649,0.421105278,0.426568661,0.33290164
L_0936,Refused/Abandoned,583110,310388,B1256,3356,05/11/2015,Airvolution Energy,Washpit Drove,4.7,NA,NA,NA,2.35,2,NA,Planning Application Withdrawn,Application Withdrawn,between Swaffham and Sporle,Norfolk,Eastern,England,NA,Breckland Council,3PL/2014/0106/F,NA,NA,NA,NA,17/02/2014,06/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2014,8.679,19.47,4.703,8.206,32.819,0.557,1.277,0.003,64.178,39.51,17.948,0.557,0.586,16.537,17.948,8.081,3.784,3.784,0.904,0.290249705,73,7,Breckland,2601,1,54,47,4,0,3,NA,Con,28,87.03703704,7.407407407,0,5.555555556,NA,E01026455,Breckland District,1901,45.9,46,1586,238,15,497,10.7,825,397,48,0.70603837,52.66028481,0.527435866,0.472741261,0.484289546,0.486233501,0.496647818,0.52463146,0.59857915,0.45822368,0.343977251,0.369726542
L_0937,Refused/Abandoned,257050,763350,EN00303,2980,09/06/2010,Talladh an Bheith & Craiganour Estates,Rannoch Wind Farm,75,NA,NA,NA,2.5,30,NA,Planning Application Withdrawn,Application Withdrawn,Craiganour Estate 9km North-West of Kinloch Rannoch and 22km South of Dalwhinnie,Tayside,Scotland,Scotland,NA,Scottish Government (S36),n/a,NA,NA,NA,NA,NA,09/06/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,71.673,1.659,23.977,5.08,176.169,5.076,69.734,3.756,65.465,8.948,20.788,5.076,12.641,12.397,15.799,5.193,6.7,4.227,5.51,3.87772584,476,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01005140,Perth and Kinross,613,46.9,51,532,235,44,374,28.6,272,173,64,-4.338688645,56.73981345,0.537558011,0.654237766,0.445618667,0.431222228,0.492107922,0.515829327,0.373344596,0.444891736,NA,NA
L_0938,Refused/Abandoned,252221,144377,A0349,3468,02/03/2012,British Telecom,Great Shelfin Farm,6.9,NA,NA,NA,2.3,3,NA,Planning Application Withdrawn,Application Withdrawn,LAND AT GREAT SHELFIN FARM MULLACOTT CROSS ILFRACOMBE DEVON EX34 8ND,Devon,South West,England,NA,North Devon District Council,49825,NA,NA,NA,NA,12/03/2010,24/01/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2010,9.636,0.936,0.088,0.961,0.936,12.969,9.636,0.305,47.062,6.02,31.36,12.969,13.04,12.384,48.293,7.98,44.802,3.863,1.554,2.484986067,235,9,North Devon,1104,1,43,22,0,17,4,NA,Con,22,51.1627907,0,39.53488372,9.302325581,NA,E01020117,North Devon District,1498,47.3,52,1280,281,22,424,17.9,670,563,84,-4.115613988,51.1794742,0.524056383,0.499063575,0.444059558,0.426018468,0.560464648,0.401917645,0.544406823,0.439580001,0.455299703,0.285664671
L_0939,Refused/Abandoned,601240,122640,IF1290,4592,05/02/2016,Airvolution Energy,Agney Farm,8,NA,NA,NA,2,4,NA,Appeal Withdrawn,Application Withdrawn,Land 1085 Metres South West Lydd Model Flying Club Site Midley Wall Old Romney Kent,Kent,South East,England,NA,Shepway District Council,Y13/0048/SH,APP/L2250/A/15/3014364,NA,NA,NA,22/01/2013,NA,NA,03/07/2015,29/01/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,4.791,7.592,9.156,3.102,26.467,1.677,3.195,1.024,17.398,47.107,5.279,1.678,3.184,1.576,34.092,2.965,5.381,1.237,2.543,0.411097705,2,6,Shepway,2210,1,46,43,0,1,2,NA,Con,24,93.47826087,0,2.173913043,4.347826087,NA,E01024549,Shepway District,1113,43.9,48,918,186,20,327,20.5,450,322,72,0.864727806,50.96801733,0.503744024,0.539075304,0.458450563,0.500012746,0.530718775,0.519812358,0.560050867,0.485048728,0.370742007,0.443272788
L_0940,Refused/Abandoned,432525,335570,EN00483,3046,03/02/2010,NA,Manor Park,2,NA,NA,NA,2,1,NA,Planning Application Withdrawn,Application Withdrawn,"Manor Park, Derby Hospital",Derbyshire,East Midlands,England,NA,Derby City Council,NA,NA,NA,NA,NA,NA,03/02/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,8.854,33.504,0.333,0.502,130.854,3.639,1.307,1.266,14.492,19.13,12.35,3.639,0.127,3.626,29.889,20.34,30.161,3.838,0.17,1.643967748,82,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E01013542,City of Derby (B),1732,40.1,40,1382,518,37,508,36.6,696,441,63,-1.517740851,52.91657254,0.503744024,0.443205858,0.514916372,0.449429463,0.521863282,0.445120098,0.426427223,0.536125813,NA,NA
L_0941,Refused/Abandoned,279641,889390,N00109W,3146,09/06/2010,Renewable Energy Systems (RES),Cambusmore,49.5,NA,NA,NA,1.5,33,NA,Planning Application Withdrawn,Application Withdrawn,"Dornoch, Highlands",Highland,Scotland,Scotland,NA,Highland Council,SU2003383,NA,NA,NA,NA,NA,09/06/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,36.397,0.234,0.278,0.561,260.261,9.282,31.939,0.321,169.087,58.717,5.486,9.282,2.973,6.158,1.08,1.08,1.08,1.08,0.031,0.873343647,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01003951,Highland,608,53,58,540,165,31,299,23.1,306,216,71,-4.031097563,57.87769171,0.469895753,0.437651194,0.442546788,0.521063513,0.461087173,0.532780124,0.473368415,0.365926033,NA,NA
L_0942,Refused/Abandoned,521426,413366,AA434,3815,31/08/2012,Aeolian Stallingborough Ltd,Stallingborough Wind farm,6,NA,NA,NA,3,2,NA,Planning Application Withdrawn,Application Withdrawn,"land
off North Moss Lane, Stallingborough, North East Lincolnshire.",Humberside,Yorkshire and Humber,England,NA,North East Lincolnshire Council,DC/827/08/IMM,NA,NA,NA,NA,23/07/2008,13/08/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2008,11.676,7.857,1.296,2.556,18.277,0.078,21.929,0.227,16.498,74.308,18.506,0.175,1.044,0.391,1.573,1.572,1.572,1.572,0.336,0,0,7,North East Lincolnshire,2023,11,42,16,4,20,2,NA,NOC,22,38.0952381,9.523809524,47.61904762,4.761904762,NA,E01013173,North East Lincolnshire (B),1234,45.1,48,1053,207,20,368,15.5,534,449,84,-0.166428189,53.60279616,0.571029996,0.449858027,0.459025122,0.549201946,0.462122662,0.531298626,0.560050867,0.468933412,0.513469294,0.54353742
L_0943,Refused/Abandoned,418876,407311,A0412,3728,25/01/2013,NA,Dearne Head Wind Farm,10,NA,NA,NA,2.5,4,NA,Planning Application Withdrawn,Application Withdrawn,"Windmill Lane, High Flats, Huddersfield",West Yorkshire,Yorkshire and Humber,England,NA,Kirklees Council,2010/62/91751/E2,NA,NA,NA,NA,11/06/2010,18/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2010,9.889,38.548,1.453,3.241,115.824,4.537,16.152,0.219,11.697,4.451,20.906,4.537,1.327,3.051,49.395,5.229,5.229,5.229,1.27,2.758996248,341,8,Kirklees,5303,5,69,19,24,20,6,NA,NOC,35,27.53623188,34.7826087,28.98550725,8.695652174,NA,E01011189,Kirklees District (B),1603,43.8,47,1325,557,42,469,39.7,675,614,91,-1.716496787,53.56208033,0.537558011,0.487553499,0.525908699,0.42323663,0.562757644,0.520271206,0.388262171,0.48639354,0.455299703,0.36639986
L_0944,Refused/Abandoned,290400,356500,04104W3,2580,10/05/2002,MANWEB Generation Holdings/ National Windpower,Llyn Alwen Wind Farm,19.3,NA,NA,NA,0,0,NA,Planning Application Withdrawn,Application Withdrawn,"Llyn Alwen
Pentrefoelas
Clwyd",Clwyd,Wales,Wales,NA,Conwy County Borough Council,NA,NA,NA,NA,NA,NA,10/05/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,20.617,21.085,0.926,5.44,155.308,14.55,15.203,1.048,48.579,5.839,3.764,14.55,5.151,10.468,21.023,9.498,9.498,0,3.014,4.714782238,389,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W01000159,Conwy - Conwy,1435,44,46,1195,312,26,385,17.4,564,387,69,-3.638169574,53.0944161,0.371174761,0.557986222,0.487812356,0.425697312,0.50314472,0.507374071,0.512885306,0.483704132,NA,NA
L_0945,Refused/Abandoned,504380,374990,N00204W,3197,29/06/2011,Star Energy,Welton Gathering Centre,2,NA,NA,NA,2,1,NA,Planning Application Withdrawn,Application Withdrawn,"Welton Gathering Centre
Barfields Lane
Sudbroke",Lincolnshire,East Midlands,England,NA,West Lindsey District Council,M03/p/1291,NA,NA,NA,NA,NA,29/06/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,8.177,14.674,7.65,4.475,50.169,0.379,10.502,0.775,32.287,72.325,4.013,0.379,0.471,0.441,41.046,40.353,41.604,4.013,0.471,1.047385216,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E01026371,West Lindsey District,1233,45.8,50,1032,303,29,329,25.5,525,466,89,-0.436625888,53.2616513,0.503744024,0.455281287,0.473838548,0.545636697,0.545325456,0.411249246,0.489162874,0.459560492,NA,NA
L_0946,Refused/Abandoned,101097,746972,A0170,2696,23/06/2011,Elspeth and Ewen MacKinnon,Hillcrest Farm,1.7,NA,NA,NA,0.85,2,NA,Planning Application Withdrawn,Application Withdrawn,"Balephetrish, Tiree, Scarinish, Strathclyde. PA77 6UY",Strathclyde,Scotland,Scotland,NA,Argyll and Bute Council,09/01037/DET,NA,NA,NA,NA,06/07/2009,21/06/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2009,1.615,24.463,37.263,0.053,301.826,80.725,105.404,1.533,157.889,117.891,33.2,80.725,76.122,76.293,0.38,0.378,0.378,0.378,1.562,0.411097705,6,9,Argyll & Bute,8004,12,36,3,0,7,16,10,NOC,19,8.333333333,0,19.44444444,44.44444444,27.77777778,S01000831,Argyll and Bute,848,44.8,48,702,217,31,512,18,403,284,70,-6.861690901,56.51946229,0.4263488,0.499387874,0.495184314,0.625679425,0.459617483,0.534892962,0.473368415,0.472957488,0.484331429,0.452092634
L_0947,Refused/Abandoned,305000,653000,N00258W,3583,28/04/2010,Scottish and Southern Energy (SSE),Harrow's Law,111,NA,NA,NA,3,37,NA,Planning Application Withdrawn,Application Withdrawn,"OS ref NT0553

No address for this project",Strathclyde,Scotland,Scotland,NA,Scottish Government (S36),n/a,NA,NA,NA,NA,NA,28/04/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,21.349,15.741,1.676,5.354,92.934,3.519,14.444,1.998,14.831,64.74,16.469,3.519,8.024,5.684,6.147,2.469,6.145,2.006,2.818,4.383971214,365,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01005740,South Lanarkshire,753,41.3,44,620,234,38,523,32.1,325,250,77,-3.515479444,55.76099193,0.571029996,0.550133927,0.476161998,0.531959478,0.471744238,0.517505555,0.418708084,0.520027225,NA,NA
L_0948,Refused/Abandoned,310000,203500,10156W3,2645,26/06/2002,South Wales Power Ltd. / SWALEC,Gelligaer 'B' Wind Farm,9.8,NA,NA,NA,0,0,NA,Planning Application Withdrawn,Application Withdrawn,"Gelligaer B Wind Farm
Mynydd Fochriw
Fochriw
Mid Glamorgan",Mid Glamorgan,Wales,Wales,NA,Merthyr Tydfil County Borough Council,T/99/0295,NA,NA,NA,NA,NA,26/06/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,25.322,35.843,2.706,2.05,56.973,3.251,7.445,0.46,21.124,7.74,13.746,3.252,3.576,0.624,28.625,7.211,28.625,2.751,1.36,3.537045002,463,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W01001289,Merthyr Tudful - Merthyr Tydfil,1392,41.8,43,1173,168,14,438,9.8,619,472,76,-3.304347942,51.72297285,0.371174761,0.49120021,0.520016167,0.429073413,0.519197156,0.449712937,0.606156448,0.513305251,NA,NA
L_0949,Refused/Abandoned,570780,335130,N00120W,3154,15/11/2005,Ecotricity,Sedgeford,10.8,NA,NA,NA,0,0,NA,Planning Application Withdrawn,Application Withdrawn,"Off Sedgeford Road
King's Lynn and West Norfolk",Norfolk,Eastern,England,NA,King's Lynn and West Norfolk Borough Council,2/02/1616/F,NA,NA,NA,NA,NA,15/11/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,14.458,0.141,2.458,1.479,8.064,14.109,14.458,0.71,69.948,57.841,5.702,15.351,9.568,17.086,4.909,4.909,4.909,2.056,1.248,1.048611879,56,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E01026703,King's Lynn and West Norfolk District (B),1165,46.8,50,984,313,32,334,24,532,384,72,0.536817859,52.88650651,0.371174761,0.486662267,0.442346458,0.519476859,0.469137685,0.521237088,0.465489154,0.446221689,NA,NA
L_0950,Refused/Abandoned,526500,302350,C1154,3921,05/11/2015,Peterborough Wind Energy Ltd,Gores Wind Farm,16,NA,NA,NA,2,8,NA,Planning Application Withdrawn,Application Withdrawn,Gores Farm Whittlesey Road Thorney Peterborough ,Cambridgeshire,Eastern,England,PE6 0RF,Peterborough City Council,13/00431/FUL,NA,NA,NA,NA,05/04/2013,28/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,12.935,39.985,4.668,1.358,59.851,1.296,9.201,1.224,14.876,96.328,13.648,1.296,1.57,5.544,3.075,3.86,3.075,3.075,2.268,0.291134596,1,6,Peterborough,525,11,57,32,11,4,10,NA,Con,29,56.14035088,19.29824561,7.01754386,17.54385965,NA,E01015617,City of Peterborough (B),1317,40.6,41,1066,292,27,415,22.9,560,411,73,-0.133483829,52.60421567,0.503744024,0.527978083,0.52903621,0.588373209,0.465279416,0.526769521,0.504979,0.529425279,0.370742007,0.522367911
L_0951,Refused/Abandoned,262860,917380,B0291,3880,27/02/2014,Scottish and Southern Energy (SSE),Dalnessie Wind Farm,67.5,NA,NA,NA,2.5,27,NA,Planning Application Withdrawn,Application Withdrawn,"Dalnessie, Lairg, Sutherland",Highland,Scotland,Scotland,NA,Scottish Government (S36),n/a,NA,NA,NA,NA,01/03/2012,26/02/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2012,59.953,25.221,6.181,13.396,292.83,9.141,57.662,2.342,199.872,91.006,24.15,9.142,24.076,11.923,8.716,7.947,5.13,5.13,2.071,4.714782238,240,7,Highland,8018,12,80,0,8,15,35,22,NOC,41,0,10,18.75,43.75,27.5,S01003966,Highland,1009,46.7,51,855,193,23,591,13.5,471,323,69,-4.330070972,58.12404603,0.537558011,0.52001076,0.496838932,0.578988625,0.477157907,0.520570042,0.536549831,0.447552411,0.398324829,0.490784185
L_0952,Refused/Abandoned,5.00E+05,305000,N00140W,4012,04/07/2012,Mr M Andrews/ Agent - Mr M Wells,Steadfold Lane,2.6,NA,NA,NA,1.3,2,NA,Planning Application Withdrawn,Application Withdrawn,"Castle Cement Works
Steadfold Lane
Ketton",Northamptonshire,East Midlands,England,NA,East Northamptonshire Council,FUL/2003/0357,NA,NA,NA,NA,07/05/2003,22/06/2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2003,2.27,62.677,0.936,3.153,79.66,4.158,2.27,1.15,17.551,88.787,3.363,4.158,1.41,0.283,5.929,7.29,5.93,1.067,0.736,5.869178772,42,6,East Northamptonshire,2703,1,36,33,3,0,0,NA,Con,19,91.66666667,8.333333333,0,0,NA,E01027033,East Northamptonshire District,1810,43.4,46,1508,494,33,557,33,802,536,67,-0.523832664,52.63354868,0.45641627,0.465956662,0.577964626,0.575058399,0.471285133,0.5181548,0.457627077,0.491774564,0.65403321,0.647865377
L_0953,Refused/Abandoned,474607,315450,B1056,4555,02/12/2015,Crown Hill Wind Farm Limited,Crown Hill Wind Farm,10,NA,NA,NA,2.5,4,NA,Planning Application Withdrawn,Application Withdrawn,"Fields OS 8300 0006 And 3400
Dalby Road
Melton Mowbray",Leicestershire,East Midlands,England,NA,Melton Borough Council,14/00397/FUL,NA,NA,NA,NA,12/05/2014,01/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2014,16.761,67.901,3.876,0.549,99.044,3.594,3.818,0.882,23.985,62.464,15.577,3.598,2.594,2.961,14.629,29.059,14.629,3.771,0.6,1.196781278,118,6,Melton,2406,1,28,18,5,0,5,NA,Con,15,64.28571429,17.85714286,0,17.85714286,NA,E01025889,Melton District (B),1747,44.5,48,1458,492,34,495,30.7,720,551,77,-0.896587513,52.73155238,0.537558011,0.46047346,0.589050069,0.527845077,0.489636724,0.49186127,0.449786049,0.47698508,0.343977251,0.345818628
L_0954,Refused/Abandoned,445080,253380,B0658,4416,03/09/2014,EDF Energy Renewables,Stoneton Wind Farm,18,NA,NA,NA,2,9,NA,Planning Application Withdrawn,Application Withdrawn,Land Running From The A423 South West Of Wormleighton To Land East And North East Of Wormleighton At Stoneton,Warwickshire,West Midlands,England,NA,Stratford on Avon District Council,12/01500/FUL,NA,NA,NA,NA,20/06/2012,09/05/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2012,13.127,6.43,5.73,6.275,153.898,7.449,6.678,0.312,6.041,98.918,27.097,7.449,1.677,1.628,33.644,38.188,33.645,5.065,0.15,2.34054327,150,7,Stratford-on-Avon,3704,1,53,33,0,16,4,NA,Con,27,62.26415094,0,30.18867925,7.547169811,NA,E01031197,Stratford-on-Avon District,1202,44.1,47,1014,407,40,352,40.3,513,361,70,-1.342172982,52.17684166,0.503744024,0.442405717,0.4559325,0.5929176,0.529775686,0.434738352,0.403392107,0.482359772,0.398324829,0.245530072
L_0955,Refused/Abandoned,358591,832151,C1591,4219,01/07/2015,Stony Hill Wind Farm Ltd,Stony Hill,18,NA,NA,NA,3.6,5,NA,Planning Application Withdrawn,Application Withdrawn,"Land at Stony Hill/RedHill, Lenchie, Insch, AB52 6NE",Grampian,Scotland,Scotland,NA,Aberdeenshire Council,APP/2013/2064,NA,NA,NA,NA,04/07/2013,19/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,34.165,42.652,5.671,2.975,178.934,2.36,41.091,0.729,118.902,23.654,32.41,2.36,2.635,2.597,30.851,13.846,18.955,5.771,2.076,7.522639275,361,10,Aberdeenshire,8002,12,68,14,2,12,12,28,NOC,35,20.58823529,2.941176471,17.64705882,17.64705882,41.17647059,S01000440,Aberdeenshire,1091,40.6,42,899,298,33,752,21.9,450,364,81,-2.690282837,57.37790865,0.610330524,0.52021312,0.534834492,0.457565869,0.523891579,0.478793219,0.457627077,0.529425279,0.370742007,0.460306981
L_0957,Refused/Abandoned,356003,757613,AA934,2801,08/04/2013,Mr Bill Lamb,Balnacake Farm,1.2,NA,NA,NA,0.4,3,NA,Planning Application Withdrawn,Application Withdrawn,"Aldbar, Brechin, Angus",Tayside,Scotland,Scotland,NA,Angus Council,12/00779/FULL,NA,NA,NA,NA,30/08/2012,07/01/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2012,33.445,32.1,2.586,0.399,108.47,0.867,14.617,1.311,55.453,20.284,17.669,0.871,1.986,5,8.751,0.889,8.79,3.947,1.048,1.048611879,106,7,Angus,8003,12,29,4,1,1,8,15,SNP,15,13.79310345,3.448275862,3.448275862,27.5862069,51.72413793,S01000677,Angus,877,41.7,43,738,132,18,574,11.3,439,141,32,-2.720238913,56.70813249,0.396816137,0.478564751,0.511853625,0.451502536,0.477231703,0.509514161,0.575576521,0.514650109,0.398324829,0.301160908
L_0958,Refused/Abandoned,205255,55155,EN00620,3074,20/05/2009,The Eden Project,Eden Project,2,NA,NA,NA,2,1,NA,Planning Application Withdrawn,Application Withdrawn,"Eden Project
Bodelva
PL242SG



Bodelva
PL242SG",Cornwall,South West,England,NA,Cornwall Council,08/01411,NA,NA,NA,NA,NA,20/05/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,NA,15.815,3.81,1.644,2.857,3.81,2.665,16.816,0.144,93.604,44.351,8.842,2.665,1.502,1.681,94.948,2.967,29.824,1.792,1.185,4.530090809,96,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E01019057,Cornwall,1918,41.1,41,1559,254,16,594,12.3,799,586,73,-4.739551075,50.36399775,0.503744024,0.484110593,0.450263393,0.495012886,0.654153472,0.446126997,0.590954447,0.522714122,NA,NA
